DESCRIPTION,FA_ACCEPTED_DATE,FA_ANALYST,FA_LOCATION,LOT,MOULD_COMPOUND,PK_PACKAGE_NAME,PLAN_TRANSFER_DAY_TO_FA,PRECEDING_STRESS_OPERATION,PRECEEDING_STRESS,PROD_BASIC_TYPE,PROJ_PROJECT_NAME,PROJ_THEMA2,PROJECT_LINE,QM,STARTING_MONTH,TEMPLATE_NAME,TEST_ALREADY_IN_FA,TEST_LAB_TRACKING_NO,TESTSTATE,WIRE_DIAMETER,WIRE_MATERIAL,PRIORITY,PROJ_ID
TC500c non-Q006 -MM,,,FA SIN_PTA,D_597196,EME G720 AH,PG-LDSO-14-2,5/9/2023 12:00:00 AM,SPLIT,TC,U5151,Q22TSK32,LDSO-14-2_2EDi-V2_300mils Thin --A3-A7.1 HH leg (Cu-Cu),DSO_PD,Tay Soon Kiat (IFAP BE TS QM RQ 1),2023-05,PTA,No,MT224318.06,PRELIM,30µm,Cu-5N,3,268865
TC500c non-Q006 -MM,,,FA SIN_PTA,D_597191,EME G720 AH,PG-LDSO-14-2,5/9/2023 12:00:00 AM,SPLIT,TC,U5151,Q22TSK30,LDSO-14-2_2EDi-V2_300mils Thin --A3-A7.1 MM leg (Cu-Cu),DSO_PD,Tay Soon Kiat (IFAP BE TS QM RQ 1),2023-05,PTA,No,MT224316.06,PRELIM,30µm,Cu-5N,3,268860
UHAST264hrs non-Q006 -MM,,,FA SIN_PTA,D_597191,EME G720 AH,PG-LDSO-14-2,5/9/2023 12:00:00 AM,SPLIT,UHST_264,U5151,Q22TSK30,LDSO-14-2_2EDi-V2_300mils Thin --A3-A7.1 MM leg (Cu-Cu),DSO_PD,Tay Soon Kiat (IFAP BE TS QM RQ 1),2023-05,PTA,No,MT224316.12,PRELIM,30µm,Cu-5N,3,268860
,,,FA-SIN,D_532065,N/A,PG-F2HBGA-436-4,5/10/2023 12:00:00 AM,SPLIT,UHST,M4749,RRAM_Demo_FHBGA436_400MHz_Qualification_Package,,58,Thajudin Ahmed Fazir (IFAG ATV QM MC P58),2023-05,IPI,No,,NEW,µm,,3,245374
uHast528h-PTA,,,FA SIN_PTA,D_623965,G750E,PG-LFBGA-436-1,5/10/2023 12:00:00 AM,SPLIT,UHST,M4706,N28_M4706_LFBGA436_VHVH,"Package Qual, VHVH",PT_OSA,Wong Choon Kiat (IFAP BE TS QM RQ 3),2023-05,PTA-Q006,No,,NEW,20µm,,3,278661
"Q006_THB1000h_LL_PTA

Please ship units to Dan Swee Tong (IFAP FE QM FA PI) <SweeTong.Dan@infineon.com>
Contact: +65 68664504
Address: 168 Kallang Way, Singapore 349253

Refer to attached PTA instruction in 
Ball bond diameter: Pending
MC:AMKMC31, DA:AB8290, PCC:25UM
ASM, PPF with two sided roughening

Pls keep the worst delam or mold abnormally unit for further analysis
Pls provide the estimation for measurement if delam or mold abnormally observed. ",,,FA SIN_PTA,D_588960,N/A,PG-TSSOP-16-11,5/10/2023 12:00:00 AM,SPLIT,THB,M3891,Q22PWL005_KBL820,ATR_M3892_Lorentz_TSSOP16_G0_ATP1_LL,OSA,Pan Wenli (IFAP BE TS QM RQ 3),2023-05,PTA,No,VQ224211.15,PRELIM,25µm,N/A,3,265840
,,,FA-SIN,D_532063,N/A,PG-F2HBGA-436-4,5/11/2023 12:00:00 AM,SPLIT,UHST,M4749,RRAM_Demo_FHBGA436_400MHz_Qualification_Package,,58,Thajudin Ahmed Fazir (IFAG ATV QM MC P58),2023-05,IPI,No,,NEW,µm,,3,245374
,,,FA-SIN,D_532064,N/A,PG-F2HBGA-436-4,5/11/2023 12:00:00 AM,SPLIT,UHST,M4749,RRAM_Demo_FHBGA436_400MHz_Qualification_Package,,58,Thajudin Ahmed Fazir (IFAG ATV QM MC P58),2023-05,IPI,No,,NEW,µm,,3,245374
PC PTA,,,FA SIN_PTA,D_590233,MC_EME G750 SE,PG-BGA-416-26,5/15/2023 12:00:00 AM,END,PC,M4289,Q22GU03_GU051,M4289Z_BGA416_JXN_Qual_VLVL,PT_OSA,Gui Hay Tat (IFAP BE TS QM RQ 3),2023-05,PTA,No,,NEW,20µm,BW_Pd/Cu_4N_20_µm,3,266296
,,,FA-SIN,D_532064,N/A,PG-F2HBGA-436-4,5/15/2023 12:00:00 AM,SPLIT,TC,M4749,RRAM_Demo_FHBGA436_400MHz_Qualification_Package,,58,Thajudin Ahmed Fazir (IFAG ATV QM MC P58),2023-05,IPI,No,,NEW,µm,,3,245374
PC PTA,,,FA SIN_PTA,D_590254,MC_EME G750 SE,PG-BGA-416-26,5/15/2023 12:00:00 AM,END,PC,M4289,Q22GU03_GU052,M4289Z_BGA416_JXN_Qual_VHVH,PT_OSA,Gui Hay Tat (IFAP BE TS QM RQ 3),2023-05,PTA,No,,NEW,20µm,BW_Pd/Cu_4N_20_µm,3,266299
Q006: PTA after PC,,,FA SIN_PTA,D_591546,MC_EME G750 SE,PG-LFBGA-516-5,5/15/2023 12:00:00 AM,END,PC,M4299,Q22GU04_GU056,M4299Z_LFBGA516_JXN_Qual_LL,PT_OSA,Gui Hay Tat (IFAP BE TS QM RQ 3),2023-05,PTA-Q006,No,,NEW,20µm,BW_Pd/Cu_4N_20_µm,3,266799
Q006: PTA after PC,,,FA SIN_PTA,D_591549,MC_EME G750 SE,PG-LFBGA-516-5,5/15/2023 12:00:00 AM,END,PC,M4299,Q22GU04_GU058,M4299Z_LFBGA516_JXN_Qual_HH,PT_OSA,Gui Hay Tat (IFAP BE TS QM RQ 3),2023-05,PTA-Q006,No,,NEW,20µm,BW_Pd/Cu_4N_20_µm,3,266801
,,,FA-SIN,D_532063,N/A,PG-F2HBGA-436-4,5/15/2023 12:00:00 AM,SPLIT,TC,M4749,RRAM_Demo_FHBGA436_400MHz_Qualification_Package,,58,Thajudin Ahmed Fazir (IFAG ATV QM MC P58),2023-05,IPI,No,,NEW,µm,,3,245374
Q006: PTA after PC,,,FA SIN_PTA,D_591552,MC_EME G750 SE,PG-LFBGA-292-6,5/15/2023 12:00:00 AM,END,PC,M4283,Q22GU05_GU059,M4283Z_LFBGA292_JXN_Qual_LL,PT_OSA,Gui Hay Tat (IFAP BE TS QM RQ 3),2023-05,PTA-Q006,No,,NEW,20µm,BW_Pd/Cu_4N_20_µm,3,266803
Q006: PTA after PC,,,FA SIN_PTA,D_591543,MC_EME G750 SE,PG-BGA-416-26,5/15/2023 12:00:00 AM,END,PC,M4289,Q22GU03_GU054,M4289Z_BGA416_JXN_Qual_MM,PT_OSA,Gui Hay Tat (IFAP BE TS QM RQ 3),2023-05,PTA-Q006,No,,NEW,20µm,BW_Pd/Cu_4N_20_µm,3,266796
Q006: PTA after PC,,,FA SIN_PTA,D_591556,MC_EME G750 SE,PG-LFBGA-292-6,5/15/2023 12:00:00 AM,END,PC,M4283,Q22GU05_GU060,M4283Z_LFBGA292_JXN_Qual_MM,PT_OSA,Gui Hay Tat (IFAP BE TS QM RQ 3),2023-05,PTA-Q006,No,,NEW,20µm,BW_Pd/Cu_4N_20_µm,3,266804
Q006: PTA after PC,,,FA SIN_PTA,D_591541,MC_EME G750 SE,PG-BGA-416-26,5/15/2023 12:00:00 AM,END,PC,M4289,Q22GU03_GU053,M4289Z_BGA416_JXN_Qual_LL,PT_OSA,Gui Hay Tat (IFAP BE TS QM RQ 3),2023-05,PTA-Q006,No,,NEW,20µm,BW_Pd/Cu_4N_20_µm,3,266795
Q006: PTA after PC,,,FA SIN_PTA,D_591544,MC_EME G750 SE,PG-BGA-416-26,5/15/2023 12:00:00 AM,END,PC,M4289,Q22GU03_GU055,M4289Z_BGA416_JXN_Qual_HH,PT_OSA,Gui Hay Tat (IFAP BE TS QM RQ 3),2023-05,PTA-Q006,No,,NEW,20µm,BW_Pd/Cu_4N_20_µm,3,266797
Q006: PTA after PC,,,FA SIN_PTA,D_591548,MC_EME G750 SE,PG-LFBGA-516-5,5/15/2023 12:00:00 AM,END,PC,M4299,Q22GU04_GU057,M4299Z_LFBGA516_JXN_Qual_MM,PT_OSA,Gui Hay Tat (IFAP BE TS QM RQ 3),2023-05,PTA-Q006,No,,NEW,20µm,BW_Pd/Cu_4N_20_µm,3,266800
,,,FA-SIN,D_532065,N/A,PG-F2HBGA-436-4,5/15/2023 12:00:00 AM,SPLIT,TC,M4749,RRAM_Demo_FHBGA436_400MHz_Qualification_Package,,58,Thajudin Ahmed Fazir (IFAG ATV QM MC P58),2023-05,IPI,No,,NEW,µm,,3,245374
Q006: PTA after PC,,,FA SIN_PTA,D_591557,MC_EME G750 SE,PG-LFBGA-292-6,5/15/2023 12:00:00 AM,END,PC,M4283,Q22GU05_GU061,M4283Z_LFBGA292_JXN_Qual_HH,PT_OSA,Gui Hay Tat (IFAP BE TS QM RQ 3),2023-05,PTA-Q006,No,,NEW,20µm,BW_Pd/Cu_4N_20_µm,3,266805
,,,FA-SIN,D_569524,MC_CEL 9240 HF10 AKI2U,PG-LQFP-176-22,5/16/2023 12:00:00 AM,T_TC_2000_R3,TC,M4286,Q21_VH09_TC265D_NewPlatingJXN_LQFP176_ASE,,58,Savardi Chiara (IFAG ATV QM MC P58),2023-05,IPI,No,,NEW,25µm,BW_AuPd/Cu_4N_25_µm,3,258714
,,,FA-SIN,D_532066,N/A,PG-F2HBGA-436-4,5/16/2023 12:00:00 AM,T_PTC_1000_R3,PTC,M4749,RRAM_Demo_FHBGA436_400MHz_Qualification_PTC,,58,Thajudin Ahmed Fazir (IFAG ATV QM MC P58),2023-05,IPI,No,,NEW,µm,,3,245375
,,,FA-SIN,D_569526,MC_CEL 9240 HF10 AKI2U,PG-TQFP-144-27,5/16/2023 12:00:00 AM,T_TC_2000_R3,TC,M4283,Q21_VH11_TC234_NewPlatingJXN_TQFP144_ASE,,58,Savardi Chiara (IFAG ATV QM MC P58),2023-05,IPI,No,,NEW,25µm,BW_AuPd/Cu_4N_25_µm,3,258716
,,,FA-SIN,D_569525,MC_CEL 9240 HF10 AKI2U,PG-LQFP-144-22,5/16/2023 12:00:00 AM,T_TC_2000_R3,TC,M4296,Q21_VH10_TC264DA_NewPlatingJXN_LQFP144_ASE,,58,Savardi Chiara (IFAG ATV QM MC P58),2023-05,IPI,No,,NEW,25µm,BW_AuPd/Cu_4N_25_µm,3,258715
TC2000x(-65/175)-PTA,,,FA SIN_PTA,D_623965,G750E,PG-LFBGA-436-1,5/16/2023 12:00:00 AM,SPLIT,TC,M4706,N28_M4706_LFBGA436_VHVH,"Package Qual, VHVH",PT_OSA,Wong Choon Kiat (IFAP BE TS QM RQ 3),2023-05,PTA-Q006,No,,NEW,20µm,,3,278661
"TC3000x_LL_PTA 

Please ship units to Dan Swee Tong (IFAP FE QM FA PI) <SweeTong.Dan@infineon.com>
Contact: +65 68664504
Address: 168 Kallang Way, Singapore 349253

Refer to attached PTA instruction in 
Ball bond diameter: Pending
WP2=BOM #2 (MC:AMKMC31, DA:AB8290, PCC:25UM)
ASM, PPF with two sided roughening
FARADAY test chip

Pls keep the worst delam or mold abnormally unit for further analysis
Pls provide the estimation for measurement if delam or mold abnormally observed. 
Although this is not Q006 PTA request, please provide extracted raw data in Q006 format for P-plot analysis purpose.",,,FA SIN_PTA,D_588960,N/A,PG-TSSOP-16-11,5/17/2023 12:00:00 AM,SPLIT,TC,M3891,Q22PWL005_KBL820,ATR_M3892_Lorentz_TSSOP16_G0_ATP1_LL,OSA,Pan Wenli (IFAP BE TS QM RQ 3),2023-05,PTA,No,VQ223715.06,PRELIM,25µm,N/A,3,265840
TC1000x(-65/175)-PTA,,,FA SIN_PTA,D_623965,G750E,PG-LFBGA-436-1,5/17/2023 12:00:00 AM,SPLIT,TC,M4706,N28_M4706_LFBGA436_VHVH,"Package Qual, VHVH",PT_OSA,Wong Choon Kiat (IFAP BE TS QM RQ 3),2023-05,PTA-Q006,No,,NEW,20µm,,3,278661
TC1000c  Q006 -MM,,,FA SIN_PTA,D_593112,EME G720 AH,PG-LDSO-14-2,5/18/2023 12:00:00 AM,SPLIT,TC,U5151,Q22TSK20,LDSO-14-2_2EDi-V2_300mils Thin --A3-A7.1 MM leg,DSO_PD,Tay Soon Kiat (IFAP BE TS QM RQ 1),2023-05,PTA-Q006,No,MT224312.07,PRELIM,30µm,Cu-5N,3,267372
,,,FA-SIN,D_569310,MC_EME G750 SE,PG-LFBGA-292-10,5/19/2023 12:00:00 AM,T_PTC_2000_R3,PTC,M4287,Q21_VH06_TC277_NewPlatingJXN_BGA292_ASE,,58,Hatsch Veronique (IFAG ATV QM MC P58),2023-05,IPI,No,,NEW,20µm,BW_Pd/Cu_4N_20_µm,3,258640
"HTSL2000h_HH_PTA 

Please ship units to Dan Swee Tong (IFAP FE QM FA PI) <SweeTong.Dan@infineon.com>
Contact: +65 68664504
Address: 168 Kallang Way, Singapore 349253

Refer to attached PTA instruction in 
Ball bond diameter: Pending
MC:AMKMC31, DA:AB8290, PCC:25UM
ASM, PPF with two sided roughening

Pls keep the worst delam or mold abnormally unit for further analysis
Pls provide the estimation for measurement if delam or mold abnormally observed. ",,,FA SIN_PTA,D_589028,N/A,PG-TSSOP-16-11,5/20/2023 12:00:00 AM,SPLIT,HTSL,M3891,Q22PWL006_KBL821,ATR_M3892_Lorentz_TSSOP16_G0_ATP1_HH,OSA,Pan Wenli (IFAP BE TS QM RQ 3),2023-05,PTA,No,VQ223714.10,PRELIM,25µm,N/A,3,265854
"HTSL2000h_LL_PTA 

Please ship units to Dan Swee Tong (IFAP FE QM FA PI) <SweeTong.Dan@infineon.com>
Contact: +65 68664504
Address: 168 Kallang Way, Singapore 349253

Refer to attached PTA instruction in 
Ball bond diameter: Pending
MC:AMKMC31, DA:AB8290, PCC:25UM
ASM, PPF with two sided roughening

Pls keep the worst delam or mold abnormally unit for further analysis
Pls provide the estimation for measurement if delam or mold abnormally observed. ",,,FA SIN_PTA,D_588960,N/A,PG-TSSOP-16-11,5/20/2023 12:00:00 AM,SPLIT,HTSL,M3891,Q22PWL005_KBL820,ATR_M3892_Lorentz_TSSOP16_G0_ATP1_LL,OSA,Pan Wenli (IFAP BE TS QM RQ 3),2023-05,PTA,No,VQ223715.10,PRELIM,25µm,N/A,3,265840
UHAST528hrs non-Q006 -MM,,,FA SIN_PTA,D_593112,EME G720 AH,PG-LDSO-14-2,5/22/2023 12:00:00 AM,SPLIT,UHST_264,U5151,Q22TSK20,LDSO-14-2_2EDi-V2_300mils Thin --A3-A7.1 MM leg,DSO_PD,Tay Soon Kiat (IFAP BE TS QM RQ 1),2023-05,PTA,No,MT224312.13,PRELIM,30µm,Cu-5N,3,267372
TC1000c  Q006 -HH,,,FA SIN_PTA,D_596919,EME G720 AH,PG-LDSO-14-1,5/23/2023 12:00:00 AM,SPLIT,TC,U5151,Q22TSK26,LDSO-14-1_2EDi-V2_150mils Thin --A3-A7.1 HH  leg,DSO_PD,Tay Soon Kiat (IFAP BE TS QM RQ 1),2023-05,PTA-Q006,No,MT224713.07,PRELIM,30µm,Cu-5N,3,268736
TC1000c  Q006 -MM,,,FA SIN_PTA,D_593389,EME G720 AH,PG-LDSO-14-2,5/23/2023 12:00:00 AM,SPLIT,TC,U5151,Q22TSK21,LDSO-14-2_2EDi-V2_300mils Thin --A3-A7.1 LL leg,DSO_PD,Tay Soon Kiat (IFAP BE TS QM RQ 1),2023-05,PTA-Q006,No,MT224313.07,PRELIM,30µm,Cu-5N,3,267498
,,,FA-SIN,D_569525,MC_CEL 9240 HF10 AKI2U,PG-LQFP-144-22,5/23/2023 12:00:00 AM,T_HTS_2000_R3,HTSL,M4296,Q21_VH10_TC264DA_NewPlatingJXN_LQFP144_ASE,,58,Savardi Chiara (IFAG ATV QM MC P58),2023-05,IPI,No,,NEW,25µm,BW_AuPd/Cu_4N_25_µm,3,258715
TC1000c  Q006 -MM,,,FA SIN_PTA,D_593390,EME G720 AH,PG-LDSO-14-2,5/23/2023 12:00:00 AM,SPLIT,TC,U5151,Q22TSK22,LDSO-14-2_2EDi-V2_300mils Thin --A3-A7.1 HH leg,DSO_PD,Tay Soon Kiat (IFAP BE TS QM RQ 1),2023-05,PTA-Q006,No,MT224314.07,PRELIM,30µm,Cu-5N,3,267499
,,,FA-SIN,D_569524,MC_CEL 9240 HF10 AKI2U,PG-LQFP-176-22,5/23/2023 12:00:00 AM,T_HTS_2000_R3,HTSL,M4286,Q21_VH09_TC265D_NewPlatingJXN_LQFP176_ASE,,58,Savardi Chiara (IFAG ATV QM MC P58),2023-05,IPI,No,,NEW,25µm,BW_AuPd/Cu_4N_25_µm,3,258714
TC1000c  Q006 -LL,,,FA SIN_PTA,D_597202,EME G720 AH,PG-LDSO-14-1,5/23/2023 12:00:00 AM,SPLIT,TC,U5151,Q22TSK35,LDSO-14-1_2EDi-V2_150mils Thin --A3-A7.1 LL leg (Cu-Cu),DSO_PD,Tay Soon Kiat (IFAP BE TS QM RQ 1),2023-05,PTA-Q006,No,MT224715.07,PRELIM,30µm,Cu-5N,3,268868
,,,FA-SIN,D_569526,MC_CEL 9240 HF10 AKI2U,PG-TQFP-144-27,5/23/2023 12:00:00 AM,T_HTS_2000_R3,HTSL,M4283,Q21_VH11_TC234_NewPlatingJXN_TQFP144_ASE,,58,Savardi Chiara (IFAG ATV QM MC P58),2023-05,IPI,No,,NEW,25µm,BW_AuPd/Cu_4N_25_µm,3,258716
TC1000c  Q006 -MM,,,FA SIN_PTA,D_597196,EME G720 AH,PG-LDSO-14-2,5/23/2023 12:00:00 AM,SPLIT,TC,U5151,Q22TSK32,LDSO-14-2_2EDi-V2_300mils Thin --A3-A7.1 HH leg (Cu-Cu),DSO_PD,Tay Soon Kiat (IFAP BE TS QM RQ 1),2023-05,PTA-Q006,No,MT224318.07,PRELIM,30µm,Cu-5N,3,268865
TC1000c  Q006 -LL,,,FA SIN_PTA,D_596918,EME G720 AH,PG-LDSO-14-1,5/23/2023 12:00:00 AM,SPLIT,TC,U5151,Q22TSK25,LDSO-14-1_2EDi-V2_150mils Thin --A3-A7.1 LL leg,DSO_PD,Tay Soon Kiat (IFAP BE TS QM RQ 1),2023-05,PTA-Q006,No,MT224712.07,PRELIM,30µm,Cu-5N,3,268735
TC1000c  Q006 -MM,,,FA SIN_PTA,D_597191,EME G720 AH,PG-LDSO-14-2,5/23/2023 12:00:00 AM,SPLIT,TC,U5151,Q22TSK30,LDSO-14-2_2EDi-V2_300mils Thin --A3-A7.1 MM leg (Cu-Cu),DSO_PD,Tay Soon Kiat (IFAP BE TS QM RQ 1),2023-05,PTA-Q006,No,MT224316.07,PRELIM,30µm,Cu-5N,3,268860
HTS1000 @ 200DegC sensitivity test,,,FA SIN_PTA,D_593112,EME G720 AH,PG-LDSO-14-2,5/23/2023 12:00:00 AM,SPLIT,HTSL,U5151,Q22TSK20,LDSO-14-2_2EDi-V2_300mils Thin --A3-A7.1 MM leg,DSO_PD,Tay Soon Kiat (IFAP BE TS QM RQ 1),2023-05,PTA,No,MT224312.19,PRELIM,30µm,Cu-5N,3,267372
TC1000c  Q006 -MM,,,FA SIN_PTA,D_597201,EME G720 AH,PG-LDSO-14-1,5/23/2023 12:00:00 AM,SPLIT,TC,U5151,Q22TSK34,LDSO-14-1_2EDi-V2_150mils Thin --A3-A7.1 MM leg (Cu-Cu),DSO_PD,Tay Soon Kiat (IFAP BE TS QM RQ 1),2023-05,PTA-Q006,No,MT224714.07,PRELIM,30µm,Cu-5N,3,268867
TC1000c  Q006 -MM,,,FA SIN_PTA,D_597194,EME G720 AH,PG-LDSO-14-2,5/23/2023 12:00:00 AM,SPLIT,TC,U5151,Q22TSK31,LDSO-14-2_2EDi-V2_300mils Thin --A3-A7.1 LL leg (Cu-Cu),DSO_PD,Tay Soon Kiat (IFAP BE TS QM RQ 1),2023-05,PTA-Q006,No,MT224317.07,PRELIM,30µm,Cu-5N,3,268863
TC1000c  Q006 -MM,,,FA SIN_PTA,D_596915,EME G720 AH,PG-LDSO-14-1,5/23/2023 12:00:00 AM,SPLIT,TC,U5151,Q22TSK24,LDSO-14-1_2EDi-V2_150mils Thin --A3-A7.1 MM leg,DSO_PD,Tay Soon Kiat (IFAP BE TS QM RQ 1),2023-05,PTA-Q006,No,,PRELIM,30µm,Cu-5N,3,268733
TC1000c  Q006 -HH,,,FA SIN_PTA,D_597203,EME G720 AH,PG-LDSO-14-1,5/23/2023 12:00:00 AM,SPLIT,TC,U5151,Q22TSK36,LDSO-14-1_2EDi-V2_150mils Thin --A3-A7.1 HH  leg (Cu-Cu),DSO_PD,Tay Soon Kiat (IFAP BE TS QM RQ 1),2023-05,PTA-Q006,No,MT224716.07,PRELIM,30µm,Cu-5N,3,268869
"(DUAL)TC2000x PTA_VLVL

Shipment Details:
- Attention to: Ong Si Hui (IFAP FE QM FA PI) <SiHui.Ong@infineon.com>
- Address: Infineon Technologies Asia Pacific Pte Ltd, 168 Kallang Way, Singapore 349253
- Contact Number: +6568400556

Please refer to PTA instruction & worksheet for ball shear submission attached in _____.
Please kindly note down the all the laser marking numbers on the mold compound before decapping.
This is to ensure the traceability at Assembly side in case any observations found from the PTA.
",,,FA SIN_PTA,D_624091,EME G631 H,PG-VQFN-16-5,5/24/2023 12:00:00 AM,T_TC_2000_R1,TC,R5502,Q22PWL019_,ATR_Angle_Sensor_M5502_VQFN3X3_ASEKH,OSA,Pan Wenli (IFAP BE TS QM RQ 3),2023-05,PTA,No,VQ230811.23,PRELIM,25µm,2N Au Wire,3,278713
"(SINGLE) TC2000c PTA_VHVH

Shipment Details:
- Attention to: Ong Si Hui (IFAP FE QM FA PI) <SiHui.Ong@infineon.com>
- Address: Infineon Technologies Asia Pacific Pte Ltd, 168 Kallang Way, Singapore 349253
- Contact Number: +6568400556

Please refer to PTA instruction & worksheet for ball shear submission attached in _____.
Please kindly note down the all the laser marking numbers on the mold compound before decapping.
This is to ensure the traceability at Assembly side in case any observations found from the PTA.
",,,FA SIN_PTA,D_626389,EME G631 H,PG-VQFN-16-6,5/25/2023 12:00:00 AM,T_TC_2000_R1,TC,R5502,Q22PWL022_,ATR_Angle_Sensor_M5502_VQFN3X3_ASEKH,OSA,Pan Wenli (IFAP BE TS QM RQ 3),2023-05,PTA,No,VQ230814.05,PRELIM,25µm,2N Au Wire,3,279501
UHAST528hrs non-Q006 -MM,,,FA SIN_PTA,D_597191,EME G720 AH,PG-LDSO-14-2,5/25/2023 12:00:00 AM,SPLIT,UHST_264,U5151,Q22TSK30,LDSO-14-2_2EDi-V2_300mils Thin --A3-A7.1 MM leg (Cu-Cu),DSO_PD,Tay Soon Kiat (IFAP BE TS QM RQ 1),2023-05,PTA,No,MT224316.13,PRELIM,30µm,Cu-5N,3,268860
UHAST528hrs non-Q006 -MM,,,FA SIN_PTA,D_593390,EME G720 AH,PG-LDSO-14-2,5/25/2023 12:00:00 AM,SPLIT,UHST_264,U5151,Q22TSK22,LDSO-14-2_2EDi-V2_300mils Thin --A3-A7.1 HH leg,DSO_PD,Tay Soon Kiat (IFAP BE TS QM RQ 1),2023-05,PTA,No,MT224314.13,PRELIM,30µm,Cu-5N,3,267499
UHAST528hrs non-Q006 -MM,,,FA SIN_PTA,D_593389,EME G720 AH,PG-LDSO-14-2,5/25/2023 12:00:00 AM,SPLIT,UHST_264,U5151,Q22TSK21,LDSO-14-2_2EDi-V2_300mils Thin --A3-A7.1 LL leg,DSO_PD,Tay Soon Kiat (IFAP BE TS QM RQ 1),2023-05,PTA,No,MT224313.13,PRELIM,30µm,Cu-5N,3,267498
"(SINGLE) TC2000c PTA_VLVL

Shipment Details:
- Attention to: Ong Si Hui (IFAP FE QM FA PI) <SiHui.Ong@infineon.com>
- Address: Infineon Technologies Asia Pacific Pte Ltd, 168 Kallang Way, Singapore 349253
- Contact Number: +6568400556

Please refer to PTA instruction & worksheet for ball shear submission attached in _____.
Please kindly note down the all the laser marking numbers on the mold compound before decapping.
This is to ensure the traceability at Assembly side in case any observations found from the PTA.
",,,FA SIN_PTA,D_626270,EME G631 H,PG-VQFN-16-6,5/25/2023 12:00:00 AM,T_TC_2000_R1,TC,R5502,Q22PWL021_,ATR_Angle_Sensor_M5502_VQFN3X3_ASEKH,OSA,Pan Wenli (IFAP BE TS QM RQ 3),2023-05,PTA,No,VQ230813.05,PRELIM,25µm,2N Au Wire,3,279459
"(DUAL) TC2000x PTA_VHVH

Shipment Details:
- Attention to: Ong Si Hui (IFAP FE QM FA PI) <SiHui.Ong@infineon.com>
- Address: Infineon Technologies Asia Pacific Pte Ltd, 168 Kallang Way, Singapore 349253
- Contact Number: +6568400556

Please refer to PTA instruction & worksheet for ball shear submission attached in _____.
Please kindly note down the all the laser marking numbers on the mold compound before decapping.
This is to ensure the traceability at Assembly side in case any observations found from the PTA.
",,,FA SIN_PTA,D_626267,EME G631 H,PG-VQFN-16-5,5/25/2023 12:00:00 AM,T_TC_2000_R1,TC,R5502,Q22PWL020,ATR_Angle_Sensor_M5502_VQFN3X3_ASEKH,OSA,Pan Wenli (IFAP BE TS QM RQ 3),2023-05,PTA,No,VQ230812.05,PRELIM,25µm,2N Au Wire,3,279458
UHAST528hrs non-Q006 -MM,,,FA SIN_PTA,D_597194,EME G720 AH,PG-LDSO-14-2,5/25/2023 12:00:00 AM,SPLIT,UHST_264,U5151,Q22TSK31,LDSO-14-2_2EDi-V2_300mils Thin --A3-A7.1 LL leg (Cu-Cu),DSO_PD,Tay Soon Kiat (IFAP BE TS QM RQ 1),2023-05,PTA,No,MT224317.13,PRELIM,30µm,Cu-5N,3,268863
HTS1000 @ 200DegC sensitivity test,,,FA SIN_PTA,D_597191,EME G720 AH,PG-LDSO-14-2,5/25/2023 12:00:00 AM,SPLIT,HTSL,U5151,Q22TSK30,LDSO-14-2_2EDi-V2_300mils Thin --A3-A7.1 MM leg (Cu-Cu),DSO_PD,Tay Soon Kiat (IFAP BE TS QM RQ 1),2023-05,PTA,No,MT224316.19,PRELIM,30µm,Cu-5N,3,268860
UHAST528hrs non-Q006 -MM,,,FA SIN_PTA,D_597196,EME G720 AH,PG-LDSO-14-2,5/25/2023 12:00:00 AM,SPLIT,UHST_264,U5151,Q22TSK32,LDSO-14-2_2EDi-V2_300mils Thin --A3-A7.1 HH leg (Cu-Cu),DSO_PD,Tay Soon Kiat (IFAP BE TS QM RQ 1),2023-05,PTA,No,MT224318.13,PRELIM,30µm,Cu-5N,3,268865
HTS1000hrs  Q006 -MM,,,FA SIN_PTA,D_593112,EME G720 AH,PG-LDSO-14-2,5/29/2023 12:00:00 AM,SPLIT,HTSL,U5151,Q22TSK20,LDSO-14-2_2EDi-V2_300mils Thin --A3-A7.1 MM leg,DSO_PD,Tay Soon Kiat (IFAP BE TS QM RQ 1),2023-05,PTA-Q006,No,MT224312.16,PRELIM,30µm,Cu-5N,3,267372
,,,FA-SIN,D_532063,N/A,PG-F2HBGA-436-4,5/30/2023 12:00:00 AM,SPLIT,THB,M4749,RRAM_Demo_FHBGA436_400MHz_Qualification_Package,,58,Thajudin Ahmed Fazir (IFAG ATV QM MC P58),2023-05,IPI,No,,NEW,µm,,3,245374
,,,FA-SIN,D_532064,N/A,PG-F2HBGA-436-4,5/30/2023 12:00:00 AM,SPLIT,THB,M4749,RRAM_Demo_FHBGA436_400MHz_Qualification_Package,,58,Thajudin Ahmed Fazir (IFAG ATV QM MC P58),2023-05,IPI,No,,NEW,µm,,3,245374
,,,FA-SIN,D_532065,N/A,PG-F2HBGA-436-4,5/30/2023 12:00:00 AM,SPLIT,THB,M4749,RRAM_Demo_FHBGA436_400MHz_Qualification_Package,,58,Thajudin Ahmed Fazir (IFAG ATV QM MC P58),2023-05,IPI,No,,NEW,µm,,3,245374
